longitude,latitude,zipcode
-154.25703,66.044094,99745
-160.76294,63.882081,99684
-153.40755,57.564289,99697
-157.01746,58.71163,99670
-149.89098,61.556311,99652
-139.71052,59.538728,99689
-132.55624,55.677232,99919
-143.62436,70.13346,99747
-151.54194,59.992821,99639
-151.51587,61.898872,99667
-149.440311,61.108864,99523
-161.4219,60.810509,99621
-157.34841,58.217621,99579
-149.87828,61.216799,99501
-161.88006,60.766603,99559
-161.36476,61.785228,99657
-157.15202,61.683931,99668
-147.856443,64.947462,99708
-158.44407,59.068709,99576
-145.40256,60.474512,99574
-149.82865,61.154834,99507
-133.02648,55.456449,99921
-130.0545,55.941442,99923
-134.197786,58.38348,99811
-148.83396,63.657441,99755
-165.57029,61.527953,99563
-160.96325,61.102912,99679
-158.53502,56.307535,99565
-147.535549,64.948648,99710
-165.10883,64.532616,99762
-135.20777,57.777622,99841
-149.66336,61.261518,99505
-152.6559,66.557586,99720
-162.66587,60.343879,99680
-147.405134,64.699839,99707
-146.91648,64.464105,99714
-131.56883,55.123897,99926
-156.95331,58.745436,99633
-149.42644,61.413717,99567
-149.51689,61.310222,99577
-149.41271,60.151652,99664
-133.07316,55.555164,99925
-143.35699,63.376206,99776
-132.33822,56.409507,99929
-131.67537,55.395359,99928
-150.74033,60.532394,99672
-149.440311,61.108864,99521
-162.634,55.315003,99571
-155.48769,64.737306,99768
-160.43016,66.97172,99749
-163.00861,69.741023,99759
-154.36255,57.578081,99608
-149.89341,61.19026,99503
-135.40874,58.411303,99850
-161.42393,60.88981,99551
-156.38713,65.701858,99746
-152.51142,57.74663,99615
-151.02746,70.215197,99789
-142.5323,63.135294,99779
-164.65455,62.683391,99554
-146.68013,60.863764,99677
-160.06675,62.90813,99590
-156.64007,58.687446,99613
-132.827948,56.53595,99836
-149.99002,61.391728,99687
-154.55708,60.102331,99653
-149.39156,65.152583,99758
-149.87542,62.298254,99676
-147.6265,64.827164,99703
-149.78153,60.484146,99572
-141.19257,64.778099,99738
-162.58544,66.897192,99752
-157.41805,70.477663,99791
-151.14169,61.067777,99682
-149.93438,61.188276,99517
-158.74638,56.252156,99548
-150.07792,61.796774,99688
-151.28948,60.318451,99610
-157.31368,59.452339,99636
-147.02121,64.661627,99702
-145.58592,62.12042,99588
-164.81976,60.527618,99690
-166.35474,65.250432,99778
-154.00286,57.529161,99624
-163.16752,59.870295,99622
-165.88176,54.098693,99553
-132.25002,55.742045,99903
-159.77341,62.198048,99602
-157.39907,57.508178,99649
-151.23355,60.587598,99611
-158.55254,58.83256,99569
-149.440311,61.108864,99519
-149.440311,61.108864,99524
-163.42011,54.849999,99583
-149.878418,61.144568,99510
-149.77461,61.224384,99506
-145.2308,61.832347,99573
-154.85008,59.971286,99640
-155.797078,58.268704,99619
-165.10529,60.532936,99637
-147.87406,64.854937,99709
-160.01772,66.597998,99770
-151.4493,59.665074,99603
-153.30438,57.19926,99643
-131.6762,55.368644,99901
-161.81529,59.00689,99651
-152.08258,65.172029,99777
-164.29917,62.729019,99581
-135.6122,59.279037,99827
-147.38884,64.826445,99711
-149.17778,64.289856,99704
-134.617383,58.377074,99803
-141.82852,62.980725,99764
-147.39743,66.359719,99724
-163.1937,62.048263,99658
-154.10833,59.781241,99647
-162.03841,63.477448,99659
-161.22577,60.911865,99552
-149.4583,60.973454,99540
-162.3124,55.063736,99612
-157.14287,66.887401,99773
-151.025085,65.226375,99584
-134.700348,58.449413,99821
-158.73204,64.324887,99748
-151.02091,60.489536,99669
-171.70088,63.776098,99742
-157.70439,64.881745,99754
-163.72393,62.090075,99632
-147.937747,64.852055000000007,99706
-158.12888,61.859821,99575
-152.30201,63.893902,99757
-164.97188,62.495675,99666
-134.39781,58.276192,99824
-156.84802,59.116273,99625
-136.22032,57.959709,99832
-154.41957,62.999213,99691
-161.16785,64.343258,99771
-145.28231,66.566652,99740
-146.27598,64.856055,99790
-132.82018,56.009124,99918
-161.12225,65.979144,99727
-150.1636,65.507883,99767
-145.4623,63.978355,99737
-157.3437,61.810587,99656
-159.15591,55.91076,99648
-144.14233,61.555701,99566
-149.8144,61.203953,99508
-162.71822,66.075713,99736
-160.21336,62.632905,99558
-164.54522,67.733313,99750
-159.53113,62.655998,99665
-149.10712,64.010218,99743
-146.2357,61.128176,99686
-166.76291,68.347052,99766
-142.93704,63.341767,99780
-133.9323,56.975011,99830
-162.08481,61.878073,99585
-163.76142,62.945434,99620
-149.440311,61.108864,99514
-150.37044,62.415294,99683
-132.97354,56.784206,99833
-157.86225,67.083658,99786
-149.10303,66.005296,99774
-160.37019,61.518175,99626
-146.41736,67.015569,99781
-151.73566,59.798363,99556
-160.02481,70.640902,99782
-149.440311,61.108864,99509
-149.880393,61.187188,99599
-144.71982,65.551022,99730
-161.03664,66.83713,99763
-149.440311,61.108864,99522
-135.73088,58.434052,99826
-160.30165,61.535511,99607
-158.62458,59.269535,99555
-154.8124,59.748806,99606
-149.95932,61.153693,99502
-149.04109,61.598203,99645
-161.15597,64.932225,99753
-162.5196,60.873178,99609
-149.0838,60.952049,99587
-133.60689,56.337957,99927
-152.88568,57.867089,99550
-151.71513,59.422698,99663
-144.06388,65.796306,99733
-157.4838,59.360233,99580
-160.48813,55.311735,99661
-134.54749,58.358599,99801
-149.40247,60.499602,99631
-162.27718,64.620513,99739
-162.27463,63.511893,99671
-156.89456,64.739082,99741
-150.719924,60.516935,99699
-164.04392,59.937619,99614
-148.69632,61.751348,99674
-144.49059,62.667589,99586
-135.3227,57.064376,99835
-149.88852,61.122943,99515
-147.72045,64.83507,99701
-136.27833,58.068878,99825
-147.3649,64.777233,99705
-158.4044,56.298297,99564
-147.82681,64.860846,99775
-148.54211,60.639257,99693
-149.094699,61.586896,99646
-148.39873,63.255516,99729
-135.43154,58.109608,99829
-165.73202,66.259417,99772
-161.90079,59.754016,99655
-164.25283,60.143735,99561
-159.0558,58.981087,99628
-135.31355,59.465159,99840
-158.11178,64.730035,99765
-156.10264,62.969642,99675
-151.50508,66.917381,99726
-153.993988,66.693255,99734
-149.48821,61.580187,99654
-147.49573,64.926041,99712
-134.58969,58.405657,99802
-168.08928,65.612116,99783
-132.82545,55.209339,99922
-149.07674,64.560888,99760
-162.03799,60.214239,99578
-151.72854,68.148216,99721
-165.25645,60.582127,99681
-163.44257,64.684323,99784
-149.800476,61.068324,99511
-149.19265,64.349263,99744
-166.28601,60.364246,99630
-162.97508,67.572031,99761
-149.79507,61.629635,99694
-158.62832,56.946256,99549
-143.72717,66.653222,99788
-155.57265,62.94914,99627
-149.440311,61.108864,99520
-156.74891,71.299525,99723
-161.9909,60.695049,99634
-122.6943,38.017617,94938
-114.62664,34.808718,92363
-122.40008,41.736424,96064
-121.444429,38.377411,94285
-122.39348,37.732797,94124
-118.298662,33.786594,91507
-117.1974,33.70602,92586
-117.63618,35.366197,93528
-121.82077,37.369473,95127
-116.41246,34.161795,92284
-120.74287,38.545656,95675
-119.38925,35.305512,93276
-117.44695,33.998751,92509
-118.298662,33.786594,90251
-117.24833,33.957957,92557
-117.769442,33.640302,92899
-117.81828,33.762117,92705
-118.298662,33.786594,91309
-121.49021,41.056097,96028
-121.46597,36.581329,93925
-120.650351,37.186872,95341
-118.23944,34.061611,90012
-117.07077,33.106862,92025
-120.72614,37.38025,95334
-121.444429,38.377411,94246
-117.37074,33.991181,92501
-122.334825,37.381144,94099
-118.298662,33.786594,91497
-121.37809,38.587805,95864
-122.25605,38.170372,94503
-116.846046,33.016928,92072
-120.66525,37.420143,95312
-121.955399,37.777208,94522
-118.50781,35.132673,93561
-119.01935,35.381408,93301
-118.32364,34.169663,91506
-117.769442,33.640302,92685
-124.075673,40.878317,95522
-122.2859,37.865026,94702
-122.128,37.703427,94578
-118.298662,33.786594,90078
-121.96066,37.39324,95054
-122.740988,38.068036,94978
-122.727802,37.784827,94125
-116.846046,33.016928,92090
-121.444429,38.377411,94279
-121.955399,37.777208,94570
-121.05649,37.413659,95313
-121.9846,37.346241,95051
-118.17568,34.08166,90032
-118.298662,33.786594,91372
-118.395107,33.845064,90276
-120.61094,37.400193,95388
-120.937052,37.60396,95390
-116.055617,33.752886,92552
-122.727802,37.784827,94159
-122.213,37.374421,94028
-114.652517,33.59869,92226
-120.45458,38.146124,95247
-121.705327,37.189396,95137
-118.06821,33.933551,90670
-117.89559,33.923463,92821
-119.31968,38.21053,93517
-124.21494,40.272963,95558
-122.727802,37.784827,94138
-118.298662,33.786594,91797
-118.958777,36.734051,93633
-121.32282,38.132618,95242
-123.79166,39.311858,95460
-118.84655,35.161923,93203
-120.9141,37.5596,95328
-122.727802,37.784827,94160
-120.90294,41.190742,96006
-118.34015,34.048411,90019
-123.53267,40.413386,95526
-119.639658,36.746375,93762
-118.38752,33.784099,90274
-118.00243,33.673468,92648
-118.298662,33.786594,91408
-119.76358,36.825582,93710
-121.75446,37.299474,95135
-119.639658,36.746375,93755
-123.79238,39.727052,95488
-121.955399,37.777208,94524
-118.32993,34.201254,91504
-121.955399,37.777208,94808
-122.04577,37.592184,94587
-119.000391,34.819232,93325
-117.92985,33.869114,92832
-121.705327,37.189396,95196
-118.19225,33.769018,90802
-118.12901,33.942289,90241
-119.52006,37.232047,93643
-121.253872,37.889849,95269
-121.705327,37.189396,95170
-122.57667,39.535446,95939
-121.9192,38.277661,94535
-118.86296,36.431565,93271
-118.298662,33.786594,90009
-117.71973,34.110009,91711
-118.298662,33.786594,91226
-121.921498,37.680181,94557
-120.23924,41.688163,96115
-116.51887,33.798669,92264
-118.298662,33.786594,91187
-117.03049,33.142706,92027
-119.848555,34.262834,93199
-118.298662,33.786594,90507
-115.967051,34.839964,92375
-118.298662,33.786594,90612
-122.2255,40.562648,96073
-121.88627,37.348541,95112
-121.3237,38.004172,95207
-122.48014,39.861821,96029
-119.976707,38.934409,96157
-118.298662,33.786594,91210
-117.216451,32.733507,92133
-117.31995,34.061931,92324
-120.99955,37.626067,95351
-118.1865,34.045161,90063
-118.43643,34.063209,90024
-121.71162,39.413477,95917
-121.31354,39.441356,95972
-118.298662,33.786594,91191
-117.01273,32.761801,91941
-123.72444,41.161505,95546
-120.42843,41.268746,96116
-121.705327,37.189396,95194
-117.769442,33.640302,92811
-121.705327,37.189396,95172
-121.444429,38.377411,94258
-121.705327,37.189396,95013
-121.83501,40.504853,96088
-123.66468,38.996389,95459
-116.82962,34.244448,92386
-116.846046,33.016928,92074
-122.63707,40.472993,96047
-118.54472,34.164255,91356
-117.25038,33.692876,92587
-117.769442,33.640302,92702
-122.04572,39.254875,95932
-117.769442,33.640302,92825
-116.846046,33.016928,92169
-122.96832,41.414707,96027
-118.298662,33.786594,91371
-118.44167,33.957012,90293
-121.17225,38.817508,95650
-121.132928,36.35433,93902
-122.74976,38.480494,95403
-116.846046,33.016928,91903
-122.334825,37.381144,94031
-121.444429,38.377411,95671
-120.95775,38.192911,95254
-115.967051,34.839964,92369
-118.37099,33.986212,90056
-120.964275,39.167276,95712
-117.99596,33.803565,90680
-117.769442,33.640302,92709
-118.298662,33.786594,91333
-122.16605,37.397823,94304
-119.75496,34.44005,93105
-118.28813,33.870466,90248
-116.846046,33.016928,92049
-116.71187,32.616539,91917
-122.65043,37.903396,94970
-118.11337,33.847265,90713
-121.831299,40.036998,95771
-117.769442,33.640302,90624
-119.24027,36.358928,93292
-116.95413,32.662563,91914
-117.69938,34.07041,91763
-115.967051,34.839964,92415
-120.88947,35.459347,93430
-123.07218,41.734832,96085
-118.298662,33.786594,91413
-117.47884,33.771548,92883
-118.298662,33.786594,90313
-118.42843,34.03457,90064
-118.298662,33.786594,91310
-119.24273,36.565252,93647
-118.298662,33.786594,91341
-121.705327,37.189396,94309
-120.27185,35.636185,93461
-120.042996,38.844909,96155
-120.455345,35.347065,93421
-118.382212,34.175205,91671
-121.444429,38.377411,95860
-121.444429,38.377411,95611
-122.02488,37.856683,94507
-121.99929,38.744062,95627
-121.444429,38.377411,94252
-118.44527,34.045006,90025
-121.45433,38.727451,95626
-121.253872,37.889849,95297
-115.967051,34.839964,92366
-122.740988,38.068036,94942
-122.50991,37.52489,94038
-120.05956,38.823996,95721
-119.2249,34.268736,93003
-121.28541,37.816876,95330
-118.298662,33.786594,90733
-120.63645,35.818054,93451
-116.846046,33.016928,92166
-122.727802,37.784827,94165
-118.3252,33.960263,90305
-121.34361,38.66152,95841
-121.8544,37.34964,95116
-121.49468,39.491076,95966
-117.59167,33.866555,92882
-116.055617,33.752886,92521
-119.639658,36.746375,93744
-116.408249,33.660374,92261
-118.27824,35.614134,93283
-118.00509,33.725167,92647
-121.665205,37.972622,94548
-115.23936,35.00224,92332
-118.22857,34.189605,91208
-121.444429,38.377411,95853
-117.40937,33.926315,92504
-122.727802,37.784827,94120
-121.49623,38.616891,95833
-118.23104,34.211494,91020
-124.08052,40.814595,95502
-121.63997,36.709717,93906
-118.51489,34.377782,91321
-119.1343,34.032383,93002
-118.298662,33.786594,91896
-118.298662,33.786594,91184
-118.16141,35.04535,93501
-120.83468,35.313222,93402
-122.1047,37.10548,95007
-116.055617,33.752886,92546
-116.906215,34.201638,92312
-121.921498,37.680181,94537
-118.2975,33.891265,90247
-116.055617,33.752886,92572
-121.95213,37.75735,94583
-121.96672,37.838744,94528
-117.234701,33.198032,92002
-122.78548,38.939725,95451
-118.35868,33.955913,90301
-120.12855,36.40263,93624
-117.93406,33.785166,92840
-117.769442,33.640302,90622
-122.54134,37.898058,94941
-118.41183,34.056709,90067
-121.44553,38.611854,95815
-118.298662,33.786594,90398
-121.96907,38.678663,95653
-120.75324,38.359772,95642
-120.43806,39.663242,96124
-118.298662,33.786594,90842
-122.43736,37.786129,94115
-122.31207,41.317771,96067
-121.955399,37.777208,94820
-118.298662,33.786594,91131
-120.55116,35.119678,93420
-121.444429,38.377411,94205
-118.298662,33.786594,91126
-117.60351,33.639994,92688
-118.54099,34.200104,91335
-122.32588,37.534736,94497
-120.937052,37.60396,95353
-118.26596,34.07851,90026
-118.19233,34.114558,90042
-118.33255,33.934164,90303
-117.29722,34.141659,92405
-121.04788,35.987276,93932
-119.70242,35.364749,93251
-122.33718,37.203092,94060
-121.955399,37.777208,94575
-117.10499,34.205626,92382
-122.56884,37.981623,94960
-118.298662,33.786594,90748
-118.905173,35.294405,93596
-118.47528,34.067409,90049
-119.18583,35.39068,93312
-121.444429,38.377411,94229
-119.70823,36.311439,93202
-121.259009,39.585648,95940
-118.902899,36.472713,93237
-117.62752,34.35876,92397
-117.765939,33.66985,92619
-117.99477,33.941363,90603
-122.11264,40.732501,96008
-118.07775,33.840965,90715
-119.639658,36.746375,93775
-119.7553,36.741199,93702
-118.298662,33.786594,93599
-121.705327,37.189396,94023
-124.145734,41.892473,95538
-118.298662,33.786594,90099
-121.3081,38.695251999999996,95621
-118.03384,33.967562,90602
-117.32122,33.890313,92508
-122.524012,37.970726,94991
-119.639658,36.746375,93771
-118.03362,33.945413,90605
-116.846046,33.016928,92147
-121.444429,38.377411,94280
-120.02809,39.241961,96143
-122.20563,39.139543,95987
-120.88578,38.79829,95613
-121.21763,39.381883,95935
-121.64655,36.624606,93962
-120.12859,40.283378,96136
-122.334825,37.381144,94064
-117.97756,34.691946,93535
-119.23371,35.774967,93215
-120.7067,39.277658,95715
-118.298662,33.786594,91614
-123.08125,38.955142,95449
-120.46544,38.075897,95251
-118.18951,34.497245,93510
-121.89165,41.963883,96023
-118.43222,34.153628,91423
-118.905173,35.294405,93556
-118.24845,33.948315,90002
-118.73425,36.596251,93262
-122.88357,38.180029,94940
-121.705327,37.189396,95193
-118.298662,33.786594,91611
-119.07317,34.367474,93060
-121.705327,37.189396,95031
-116.46513,32.664307,91906
-116.45012,34.31039,92285
-118.298662,33.786594,91023
-124.1513,40.757091,95503
-122.02503,37.69768,94552
-121.03551,35.508282,93435
-117.16871,32.804972,92111
-118.45961,34.264635,91345
-117.82592,33.680408,92614
-118.298662,33.786594,91009
-122.224813,38.867147,95679
-118.2161,34.07871,90031
-117.29812,33.784051,92570
-118.298662,33.786594,91123
-123.23026,39.825781,95428
-121.349,38.687718,95842
-121.705327,37.189396,95192
-117.769442,33.640302,90633
-118.91524,36.780156,93628
-122.253582,37.866825,94720
-118.905173,35.294405,93385
-120.5937,38.60766,95684
-121.55711,40.929301,96016
-119.07769,37.765218,93529
-121.444429,38.377411,95873
-115.967051,34.839964,91785
-121.444429,38.377411,94211
-122.334825,37.381144,94409
-117.769442,33.640302,92684
-116.055617,33.752886,92513
-117.8325,33.610717,92657
-118.39986,34.165706,91607
-121.444429,38.377411,94277
-118.168691,33.801783,90755
-122.63914,38.007639,94973
-117.95629,33.708618,92708
-119.639658,36.746375,93714
-123.56149,40.89197,95563
-116.846046,33.016928,92184
-120.37815,40.169038,96121
-122.07317,37.951672,94523
-117.88694,34.085809,91723
-118.298662,33.786594,90224
-121.81145,37.305714,95121
-117.88139,33.765916,92706
-123.037996,38.464487,95486
-120.550021,38.463282,95654
-120.27032,34.75465,93440
-117.24211,33.923243,92553
-121.92567,37.714179,94568
-122.11785,37.895695,94549
-117.25264,33.568617,92562
-121.955399,37.777208,94850
-117.39432,34.064062,92316
-117.002054,32.701452,91927
-123.77315,40.196116,95559
-121.306,38.154118,95258
-120.4471,34.639682,93436
-116.60671,32.620782,91963
-118.34366,34.166906,91505
-119.52873,36.61365,93648
-122.740988,38.068036,94966
-119.425371,36.357151,93227
-122.41018,37.801878,94133
-118.298662,33.786594,90411
-118.33629,34.88923,93560
-119.12029,37.973204,93541
-117.79113,33.850515,92807
-118.905173,35.294405,93382
-122.23396,37.463911,94061
-120.28909,36.641742,93668
-122.727802,37.784827,94177
-121.705327,37.189396,95171
-118.298662,33.786594,90506
-118.37563,34.224089,91352
-117.6669,33.685479,92610
-118.0863,33.72975,90743
-117.05057,32.556264,92173
-121.52805,39.904478,95978
-115.50475,32.98975,92227
-118.85608,34.14348,91361
-118.298662,33.786594,90665
-122.08717,37.353741,94024
-116.95195,32.638072,91915
-119.639658,36.746375,93778
-120.64014,37.029613,93620
-118.43769,35.784367,93238
-118.12986,33.761117,90803
-118.298662,33.786594,90294
-122.204573,37.727739,94614
-121.2231,38.682803,95662
-117.01027,33.261748,92082
-121.59048,39.888074,95954
-116.846046,33.016928,92039
-120.35776,40.446122,96117
-116.22627,35.848556,92389
-116.17025,32.624424,91934
-121.23263,40.289788,96020
-123.05495,38.449265,95430
-119.83592,36.534599,93609
-117.97304,33.818165,92804
-118.45458,33.976373,90292
-116.98973,32.642486,91913
-121.17565,38.859227,95663
-119.02225,35.344209,93304
-119.08589,36.201983,93247
-121.705327,37.189396,95042
-119.05258,34.231754,93010
-117.769442,33.640302,90721
-119.967631,38.935245,96156
-120.50574,37.127525,95317
-118.4922,34.01491,90401
-121.2904,36.300819,93927
-121.12546,37.742895,95366
-123.55081,39.173321,95463
-121.35852,39.425854,95914
-120.818771,38.692808,95517
-121.92102,36.619065,93950
-117.45213,34.088911,92335
-119.74097,36.658599,93725
-118.298662,33.786594,90853
-120.455345,35.347065,93412
-122.740988,38.068036,94977
-122.12426,37.839426,94556
-116.846046,33.016928,92138
-117.17441,32.682727,92118
-123.80469,39.365356,95420
-120.42806,34.87455,93455
-118.45858,34.178305,91411
-118.298662,33.786594,93539
-122.18385,37.451688,94025
-116.846046,33.016928,91909
-116.846046,33.016928,92159
-119.1343,34.032383,93034
-118.298662,33.786594,90295
-120.36328,38.186102,95233
-118.23615,37.583838,93512
-122.03701,38.269582,94533
-122.24369,37.843726,94618
-124.15098,41.949739,95567
-118.298662,33.786594,91337
-121.44874,38.688069,95673
-118.298662,33.786594,91041
-122.15517,38.071769,94510
-118.298662,33.786594,91388
-121.444429,38.377411,95867
-121.84939,37.269343,95136
-121.94518,38.931025,95937
-121.1152,40.187554,95923
-119.49352,35.889586,93201
-119.74696,34.956385,93254
-120.87339,35.964022,93450
-122.92071,39.051698,95453
-120.440467,37.807938,95309
-121.63798,36.133401,93920
-117.29851,33.240926,92057
-117.87453,33.634821,92660
-117.3247,33.696543,92532
-116.846046,33.016928,92177
-118.0509,34.164806,91024
-116.846046,33.016928,91908
-120.664132,40.446063,96053
-116.846046,33.016928,92172
-122.51427,40.608728,96087
-117.769442,33.640302,92863
-121.16094,41.285897,96054
-121.28737,38.558073,95655
-119.01483,35.842484999999996,93218
-121.68611,36.447533,93924
-118.298662,33.786594,90079
-120.98043,37.644481,95354
-121.705327,37.189396,95108
-119.1343,34.032383,93062
-117.769442,33.640302,92885
-118.298662,33.786594,91346
-119.639658,36.746375,93780
-121.921498,37.680181,94627
-121.26853,39.51642,95941
-117.0607,32.608799,91911
-118.47432,34.026959,90404
-118.40535,33.888980000000004,90266
-117.07166,32.562106,92134
-117.993561,33.792124,92680
-122.54111,38.06317,94949
-121.40726,38.594205,95825
-117.89313,35.734418,93527
-122.64688,41.441194,96034
-118.298662,33.786594,90652
-122.727802,37.784827,94151
-118.298662,33.786594,90659
-117.14116,32.914346,92126
-123.88348,40.907437,95525
-120.53386,38.749713,95726
-121.444429,38.377411,94287
-118.18642,33.988813,90270
-124.07519,40.867469,95521
-118.298662,33.786594,91185
-120.77519,37.428227,95315
-124.13112,41.081726,95570
-122.69537,38.347174,94928
-124.06059,40.459978,95565
-121.24213,38.038906,95212
-121.89438,37.436451,95035
-117.85817,34.088771,91724
-122.021,40.705474,96069
-118.38322,33.828815,90277
-118.298662,33.786594,90651
-119.13779,36.774951,93621
-121.00179,37.797806,95320
-116.42249,33.762944,92270
-120.58318,38.356552,95232
-120.53353,38.634753,95636
-121.21965,35.664386,93452
-118.298662,33.786594,90088
-122.740988,38.068036,94976
-122.4597,37.734964,94127
-122.47943,39.331444,95979
-120.82071,38.689067,95619
-122.5355,37.936151,94939
-118.15182,33.783467,90804
-122.01437,37.984271,94519
-118.14482,33.771167,90814
-118.298662,33.786594,91066
-121.49125,38.580255,95814
-122.727802,37.784827,94142
-116.73864,32.823102,91901
-116.846046,33.016928,92018
-118.34926,34.07036,90036
-120.82329,37.959439,95230
-118.298662,33.786594,90102
-121.29722,38.025086,95210
-121.743632,37.216184,95153
-121.91202,40.63446,96096
-118.298662,33.786594,91799
-121.913632,37.456807,95036
-122.43512,37.758434,94114
-119.83321,36.691036,93706
-117.21143,32.856447,92122
-119.62201,36.566779,93662
-118.46396,34.152513,91403
-118.24753,34.232003,91214
-118.298662,33.786594,91313
-120.67607,37.46994,95303
-118.44724,34.199704,91405
-122.19944,38.830508,95637
-116.055617,33.752886,92589
-116.055617,33.752886,92581
-117.19966,32.823865,92117
-122.26213,38.031271,94572
-117.17563,34.254199,92321
-119.263225,35.89151,93217
-116.861506,34.262243,92427
-118.37376,34.073759,90048
